army officer,1.21,2.4,1.62
army reservist,1.91,1.98,1.42
around,0.4,0.8,0.8
arouse,1.26,1.59,1.54
aroused,1.68,1.08,1.56
arrest,-0.25,1.63,0.99
arrive,1.5,0.8,1.1
arrogant,-1.79,-0.05,0.99
art,1.5,0.6,0.3
art gallery,2.03,0.8,-0.79
article,1.3,0.2,0.4
artist,1.1,0,0.4
artist,1.46,0.73,0.51
as_supposed_to,0.6,-0.1,0.3
ashamed,-1.79,-1.37,-0.89
asia,-0.2,0.9,0
asian-american,1.05,-0.05,0.07
ask,1.3,0.6,0.9
ask,1.2,0.35,0.42
ask __ about something,1.42,0.8,0.16
ask __ out,2,1.64,0.81
ask about,1.12,0.21,0.28
ask_for,0.7,0.3,0.4
ass,-1.63,-0.98,0.56
assail,-1.05,1.1,1.18
assailant,-2.16,1.16,1.28
assassin,-2.85,1.11,1.19
assassinate,-2.06,0.36,1.19
assault,-2.69,1.08,1.35
assembly line,0.06,0.76,1.5
assembly line worker,0.52,-1.47,-0.74
assist,2.31,1.46,0.56
assistant,1.24,-0.16,0.87
assure,1.43,1.81,0.5
astonish,0.9,1.19,1.26
astonished,0.53,0.13,0.62
astound,1.03,1.21,1.21
astrologer,0.48,-0.27,-0.62
astrologer,1.1,0.8,-0.1
astronaut,1.97,2.11,1.12
asylum,-1.02,0.18,-0.43
at_last,1.1,0.4,0.5
at-ease,2.39,1.16,-0.42
atheist,-0.9,-0.9,0.1
atheist,0.21,0.04,-0.07
athlete,1.42,1.98,2.34
athletic club,1.74,1.18,1.82
atomic_bomb,-1.3,2,1.8
attack,-0.1,1.8,1.4
attack,-2.54,1.11,1.52
attack,-1.66,1.47,1.06
attempt,1.3,1.8,1.1
attempt,1.3,1.3,1.1
attend to,2.28,1.85,0.86
attendant,1.48,-0.05,0.26
attention,1,1.3,0.5
attic,1.38,0.05,-1.42
attorney,0.72,1.86,0.68
attorney general,0.98,2.52,-0.98
attract,1.38,1.05,0.8
attractive,1.88,1.67,1.27
auction,0.99,0.73,1.56
auctioneer,0.61,0.9,1.2
auditor,-0.18,1.01,-0.4
auditor general,0.52,1.77,-0.96
august,1,0.1,0.3
aunt,1.71,0.36,-0.12
aunt,1.4,-0.3,0.1
auntie,1.71,-0.11,-0.71
australian,1.14,0.35,0.66
austrian,1,0.28,0.29
author,0.9,0.3,0
author,1.2,0.85,-0.3
authoritarian,-0.39,1.45,0.29
authority,0.56,1.94,-0.03
authority,0.6,0.9,0.3
authorize,0.45,1.79,0.23
autistic person,0.89,-1.49,-0.27
auto mechanic,0.73,0.53,0.24
autocrat,-0.16,1.28,0.42
automation,0.8,0.8,1.4
automobile,1.8,1.4,1.4
avenge,-1.15,0.81,1.03
avenger,-0.31,1.25,1.38
average,-0.08,-0.37,-0.13
avoid,-1.09,-0.74,-0.06
awaken,0.02,0.33,0.48
away,-0.3,0.5,0.1
away,-0.1,0,0
awe,0.82,1.1,0.63
awe-struck,1.32,0.15,0.53
awkward,-0.96,-1.03,-0.19
b0dy,2,1,1.2
babble to,-0.88,-0.61,1.3
babe,1.21,-0.46,1.77
baby,-0.46,-0.15,-0.46
baby,2.34,-1.99,1.92
baby,1.9,-1.9,1.3
baby sitter,1.63,0.46,1.19
bachelor,1.04,0.81,1.52
back,0,-0.3,0.1
back,1.83,1.58,0.9
back,1.4,0.5,0.4
backbencher,0.21,-0.5,-0.32
backer,0.85,1.36,0.45
bad,-2.24,-0.32,0.63
bad,-1.8,-0.5,0
badger,-1.73,0.14,1
baffle,-0.62,0.76,1.39
bailiff,0.15,0.8,-0.44
bailsman,0.46,0.68,-0.18
bait,-1.26,0.42,0.62
baker,1.36,0.03,-0.66
bakery,1.42,0.02,0.15
bald,-0.9,-0.4,-0.5
baldy,-0.35,-0.08,-0.72
ball,1.5,0.8,1
ball game,1.97,1.51,1.87
ballet,1.13,0.47,0.08
ballet dancer,1.49,-0.08,2.11
bamboozle,-1.27,0.45,0.51
ban,-1.2,0.86,0.14
bandit,-1.81,0.79,1.43
banish,-1.75,0.89,0.54
bank,2.2,1.9,0.7
bank,2.1,1.4,0.1
bank teller,1.01,-0.13,-0.05
banker,1,0.5,0
banker,0.66,1.42,-0.37
banquet,1.67,0.83,0.78
banter with,-0.46,-0.07,1.66
baptist,0.35,0.19,-0.27
baptize,1.61,1.23,-0.19
bar,1.34,0.95,2.26
barbarian,-1.76,2.03,1.32
barber,1.4,0.2,0.6
barber shop,1.03,-0.44,-0.42
bard,0.24,0.45,0.1
bargain with,0.99,1.42,1.21
barkeeper,0.91,0.52,0.61
barmaid,0.72,-0.46,1.39
barn,1.45,0.18,-0.62
barn,1.8,1.4,0
baron,0.41,1.37,-0.55
baroness,0.85,0.65,-0.04
barrack,-0.29,0.73,1.27
barricade,-1.13,0.22,1.01
bartender,1.09,0.54,0.72
barter with,0.87,0.9,0.97
base,0.3,0.9,-0.2
basement,0.52,0.03,-0.46
bash,-2.02,0.07,1.01
basketball game,1.97,1.33,2.48
bath,1.9,0.4,0.2
bathe,1.41,0.61,0.27
batsman,0.84,0.42,1.63
batter,-1.7,0.6,0.8
battered woman,-2.01,-2.1,-1.75
battle,-1.51,1.75,1.83
battle,-1.1,1.3,0.7
battlefield,-1.95,1.97,2.12
bawd,-0.4,-0.2,1.3
bawl-out,-1.34,0.83,1.16
bayonet,-2.5,0.74,1.84
be intimate with,2.44,2.09,0.84
be sarcastic toward,-0.29,0.42,1.19
beach,2.85,1.4,1.01
beadle,-0.04,-0.88,-0.58
beam at,1.27,0.96,0.47
bean counter,0.35,-1.6,-1.07
bear,0,1.4,0.8
beard,-0.3,0.1,-0.5
beat,-1.17,0.78,1.39
beat up,-2.54,0.91,1.99
beautician,1.67,-0.4,1.54
beautiful,1.4,0.1,0.6
beauty,2.5,1.2,0.6
beauty,1.42,0.53,1.65
beauty parlor,0.34,-0.3,0.85
beauty salon,1.05,0.04,0.88
beckon,0.3,0.49,0.21
beckon to,0.41,0.05,0.58
become,0.8,0.7,0.6
bed,1.9,0.8,0
bed,2.51,0.62,-0.94
bed,1.27,1.21,1.07
bedroom,2.19,0.83,-0.58
before,0.5,-0.1,0
befriend,1.61,1.22,0.57
befuddle,-0.9,-0.04,0.41
beg,-1.11,-1.43,-0.26
beg from,-1.24,-1.11,-0.43
beggar,-0.64,-2.01,-1.41
beggar,-1.3,-1.2,-0.6
begin,1.3,0,1.1
beginner,0.76,-1.14,0.56
beginning,1.6,0.7,0.6
begrudge,-1.69,-0.13,0.54
behind,0.3,-0.3,0
being,1.4,0.1,0.4
belgian,0.69,0.21,0.08
belief,1.5,1.1,0.2
believe,1.7,0.87,0.12
believe,1.1,0.7,0.2
belittle,-1.95,0.08,0.39
bellboy,0.87,-0.69,1.02
bellhop,1.11,-0.95,1.16
belligerent,-1.5,-0.11,0.6
bellman,1.01,-0.39,-0.02
bellow at,-0.97,0.57,1.04
belong,1.2,0.4,0
belt,-2.1,0.6,1.5
benefactor,0.97,0.43,-0.04
bequeath to,1.49,1.11,0.23
berate,-1.47,0.37,0.64
beseech,-0.19,-0.04,0.27
best,2.1,1.6,1.1
best friend,3.45,2.46,1.99
best man,2.25,1.54,1.57
betray,-2.69,-0.36,0.39
betrayed,-2.31,-0.76,-0.24
better,1.2,0.6,0.3
bewilder,-0.68,0.42,0.65
bewitch,-1.18,0.84,0.51
bias,-1.66,0.14,0.25
bible,1.8,1.9,0.4
bicker with,-1.48,-0.06,1.2
bicycle,1.3,-0.1,0.4
big,0.4,1.4,0.5
big brother,1.74,1.84,1.37
big shot,-1,0.81,1.46
big sister,1.79,1.19,1.06
bigamist,-2.13,-0.19,0.22
bigfoot,0.67,1.79,-0.39
bigot,-2.32,-0.54,0
bill,-0.45,1.07,-0.08
bill collector,-1.07,1.12,-0.06
bind,-1.33,1.01,0.45
biographer,0.54,0.27,-0.44
biologist,1.01,0.94,-0.32
bird,1.9,-0.7,1.5
birth,1.8,0,0.9
birth_control,0.6,0.2,0.4
bisexual,-0.46,-0.57,0.67
bishop,2.48,2.21,-1.43
bitch,-2.01,0.16,1.39
bitchy,-2.15,0.07,1.01
bite,-2.22,-0.28,0.93
bitter,-1.86,-0.73,-0.21
bitter,-1.2,0.4,0.2
blabber to,-0.94,-0.32,1.4
blabbermouth,-1.75,-0.58,1.33
black,-0.3,1.6,-0.9
black,1.2,0.34,0.77
black,0.85,0.29,0.59
black_person,0,0.3,0.5
blackguard,-1.47,0.52,0.84
blackmail,-2.69,0.75,0.37
blacksmith,1.01,0.85,-0.45
blame,-1.42,0.01,0.33
blanket,1.6,0.4,-0.2
blasphemer,-1.81,-0.23,0.55
bleak,-0.9,0,-0.7
bleeder,-0.59,-1.05,-0.09
bless,2.15,1.37,-0.29
blessed virgin,3.04,1.84,-0.05
blind,-1.8,-0.7,-0.6
blind,-3.1,-0.85,0.06
blind date,0.24,-0.26,0.67
bloc quebecois,-0.63,0.59,-0.53
block,-1.08,0.78,0.77
block,0.5,1.4,-0.6
blockhead,-0.72,-1.2,-0.34
blonde,1.3,-0.02,1.39
blood,1,1,0.8
blood donor,2.9,1.04,0.47
blow,0.6,1.3,1.1
blue,-1.47,-1.33,-1.33
blue,1.3,0.1,0
bluff,-0.94,0.24,0.5
board room,0.19,1.28,-0.07
board walk,1.17,0.27,0.72
boarder,0.46,-0.39,0.38
boarding house,0.47,-0.04,-0.04
boat,1.9,1.5,0.8
bodice,1.4,-0.1,0.7
bodkin,-0.2,0,-0.1
body,1,1,1.1
bodyguard,1.16,2.11,1.39
bohemian,0.41,0.24,0.77
bold,0.63,1.59,1.2
bomber,-1.54,1.37,1.09
bonehead,-0.79,-1.49,-0.11
boob,-0.3,-0.89,0.21
book,1.7,0.3,0.1
bookie,-0.98,0.85,0.61
bookkeeper,0.71,-0.19,-1.17
bookstore,1.81,0.56,-0.62
bookworm,0.78,-0.49,-0.97
boor,-1.06,-0.75,-0.61
boot camp,-0.85,1.68,1.96
bootblack,0.22,-0.9,0.06
bootlick,-1.14,-0.94,-0.17
bootlicker,-1.46,-1.02,-0.03
booze with,0.92,0.58,1.77
boozer,-1.34,-1.12,0.96
bop,-0.5,0.3,1.2
bore,-1.87,-1.15,-1.18
bored,-1.58,-1.08,-1
boring,-1.73,-1.47,-1.38
born,1.9,0,0.6
born-again christian,0.86,0.78,0.89
borrow money from,-0.67,-0.72,-0.42
borrow_money,0.5,0.2,0.1
bosnian,0.59,-0.42,-0.12
boss,0.43,2.02,-0.14
boss,-1.27,1.2,0.73
bossy,-1.66,0.76,0.89
both,0.7,0.3,0
both,1,0.6,0.3
bother,-1.62,0.22,1.03
bottle,0.9,0.3,0.1
bottom,-0.3,-0.1,-0.8
boulder,0.1,2.3,-1.2
bouncer,-0.03,2.1,1.41
boutique,1.09,-0.23,0.56
bow to,0.7,-0.11,-1.09
bowery,-0.77,-0.45,-0.11
bowling alley,1.14,0.39,1.82
box,0.8,0.7,-0.2
boxer,0.23,1.99,2.16
boy,1.2,0.7,1.4
boy,1.06,0.29,2.13
boy scout,1.85,0.15,1.85
boyfriend,1.83,1.3,1.53
braggart,-1.51,-1,0.8
brain,2.1,1.3,1
brain,1.54,1.85,0.77
brat,-1.81,-0.67,2.21
brave,2.16,2.04,1.26
brave,2,1.6,0.9
brawl with,-1.48,0.42,1.86
bread,2,0,-0.1
breadwinner,1.46,1.87,0.58
break,-0.8,-0.3,0.5
brewery,0.83,0.9,0.93
bribe,-1.85,0.32,0.39
bricklayer,0.95,0.4,-0.39
bride,2.1,-0.4,0.8
bride,2.58,0.49,1.45
bridegroom,1.8,0.6,1.2
bridegroom,1.72,0.6,0.9
bridesmaid,2.17,-0.01,1.14
bridge,1.7,1.1,0
brief,0.86,0.69,0.2
brigadier,-0.36,1.74,-0.27
brigand,-1.93,0.43,0.88
bright,2.14,1.85,0.95
bright,1.3,1,0.8
brilliant,1.9,0.9,0.6
briny,0,1.4,0.1
bristly,0.3,0.9,0.3
brit,-1.25,0.07,0.01
british soldier,-1.03,0.55,1.09
briton,0.89,0.34,-0.01
broad,0.11,-0.2,0.93
broad,0.6,0.6,-0.1
broadminded,1.7,1.1,0.8
broad-minded,2.11,2.04,0.75
broken,-0.9,-0.6,-0.1
broken-hearted,-2.58,-1.56,-1.28
brothel,-1.06,0.07,1.44
brother,1.95,1.25,1.57
brother,1.5,0.9,1.3
brother (my),1.93,1.09,1.76
brother in law,1.3,0.39,0.69
brother-in-law,1.27,0.52,0.78
browbeat,-1.54,0.3,0.39
brown_person,0.3,0.2,0.9
brown-nose,-1.2,-0.34,0.22
brunette,1.3,0.51,0.83
brutalize,-3.27,0.61,1.54
brute,-1.75,1.33,1.07
buddhist,-0.3,-0.2,-0.3
buddhist,1.39,0.69,-0.62
buddy,2.52,1.29,1.49
buffoon,-0.59,-0.93,0.61
bug,-1.02,0.21,0.68
build,2,1.7,1.3
building,1.7,1.9,-0.1
building contractor,1.05,1.53,-0.19
bulimic,-0.91,-2.28,1.02
bull session,0.4,0.39,1.33
bulldozer operator,0.44,0.9,0.13
bully,-2.32,1.19,1.62
bully,-2.22,0.6,1.45
bum,-0.94,-1.9,-1.27
bumpkin,0.21,-1,-0.09
bureaucrat,-0.48,0.79,0.45
burglar,-2.49,0.38,0.87
burlesque show,-0.07,0.03,1.98
burn,-0.8,0.9,0.7
bury,-0.65,0.26,-0.82
bus,0.36,0.71,0.96
bus,1.3,0.8,0.4
bus driver,0.91,0.02,-0.42
bus stop,0.2,-0.39,0.15
busboy,0.68,-0.79,1.16
business,1.4,1.1,1
business,1,0.6,0.7
business meeting,0.38,1.48,0.14
businessman,1.44,1.98,1.64
businesswoman,1.85,1.6,1.39
busybody,-1.15,-0.32,0.99
butch,-0.86,0.84,0.46
butcher,0.55,0.38,-0.3
butt,-1.5,0.6,1.2
butter,1.6,-0.6,-0.2
butterfingers,-0.16,-0.99,0.6
butter-up,-0.22,0.37,0.6
buy,1.8,0.7,0.8
by-road,0.68,-0.09,-0.82
bystander,0.13,-0.68,-0.29
cabaret,1.41,0.29,1.93
cabin,1.93,0.19,-0.77
cad,-1.19,-0.42,0.47
caddie,1.04,-0.3,0.65
cadet,0.05,0.16,1.85
cafe,1.66,-0.11,-0.11
cafeteria,0.87,0.24,1.44
cajole,0.01,0.3,0.81
cake,1.8,0.1,0.3
call,1,0.7,0.8
call,1,0.52,0.53
call girl,-0.77,-0.76,1.8
caller,0.77,0.14,0.47
calm,2.13,1.25,-0.6
calm,1.86,1.09,-0.79
calm,1.4,1,-0.7
camp,1.74,0.67,1.41
campground,1.69,0.01,0.24
campus,1.93,1.67,1.82
can,1.4,1.1,0.9
cancer,-2.5,1.1,-0.3
candid,1.05,0.63,0.54
candidate,0.6,0.36,0.47
candy,1.3,-0.4,0
canned_foods,1.3,-0.3,0.2
cap_punish,-0.4,0.8,0.1
capitalist,-0.7,0.5,0.3
capitalist,0.04,1.15,0.45
captain,0.33,1.89,0.13
captivate,0.4,1.54,0.67
captivated,0.53,-0.11,0.36
captive,-0.34,-1.81,-0.32
capture,-1.32,1.56,1.44
car,1.93,2.01,1.9
car,1.7,0.5,0.7
car driver,0.45,0.5,0.47
card,0.79,0.16,1.26
cardinal,2.31,2.23,-1.54
care,1.9,0.2,0.3
care for,3.18,2.17,0.04
carefree,1.38,0.67,1.43
careless,-1.55,-1.01,0.38
caress,2.35,1.29,0.34
caretaker,1.22,-0.28,-1
carnival,1.93,0.98,2.65
carpenter,1.22,0.6,0.04
carry,1.32,1.47,1.41
carry,1.1,0.9,0.5
carry_on,0.7,0.7,1
case_history,1.7,1.4,1
cashier,0.81,-0.47,0.45
casino,0.24,1.65,2.32
castle,1.29,1.54,-0.96
cat,0.2,-1.1,0.7
catch,0.38,1.33,1.42
catch,0.8,1.2,0.7
cathedral,1.73,1.94,-1.61
catholic,0.23,0.27,-0.31
catholic,1.81,1.03,0.63
catholic mass,1.07,1.2,-0.92
caucus,0.54,1.31,0.48
cause,0.1,0.7,-0.1
cause,-0.3,1.2,0
caution,1.63,0.97,0.03
cautious,1.12,0.34,-0.81
celebration,2.76,1.86,2.47
celebrity,0.92,1.72,1.44
cellar,0.25,0.02,-1.19
cemetery,-0.71,-0.31,-2.33
censor,-0.32,0.07,0.09
censorship,0,0.4,0
censure,0.15,1.2,0.67
center,1,0.2,0
center (football),0.67,1.45,1.67
center (hockey),1.43,2.07,2.42
century,0.7,0.9,-0.4
ceo,0.63,3.16,-0.56
certain,0.9,0.2,0
certain,1.1,0.7,0.6
chain-smoker,-2.2,-1.44,-0.39
chair,1.4,0.6,-0.8
chairman,0.7,1.71,-0.48
chairwoman,0.51,0.69,0.3
challenge,0.79,1.5,1.33
chambermaid,1.01,-0.98,0.11
champion,1.59,2.21,2.02
champion,1.5,1.4,1.5
chance,1,0.6,0.5
chancellor,-0.37,2.35,-0.97
change,0.8,0.3,0.3
change,1.5,0.8,0.9
chap,1.31,0.05,0.45
chapel,2.05,1.54,-1.15
chaperon,0.39,0.65,-0.92
chaplain,1.66,0.37,-0.38
character,1.7,1.3,1
charge,-1.59,0.39,-0.02
charity,1.6,0.8,0
charm,1.54,1.06,0.72
charm school,-0.17,-0.22,-0.01
charmed,2.04,1.34,0.93
charming,1.3,0,0.7
charming,1.95,1.21,0.85
charwoman,0.8,0.1,0.4
chase,-0.55,0.78,1.87
chastise,-1.37,-0.28,0.75
chat up,1.36,0.92,1.52
chat with,2.09,1.15,0.93
chatter to,0.64,0.05,1.2
chatterbox,-0.54,-0.44,1.81
chauffeur,0.91,-0.91,-0.57
cheat,-2,-1.2,-0.6
cheat,-2.51,0.04,0.41
cheat,-2.4,-1.55,0.84
cheat on,-3.01,-0.12,-0.45
cheer,2.27,1.44,1.56
cheer up,2.72,2.32,1.78
cheered,2.21,1.57,1.5
cheerful,2.31,1.26,1.35
cheerleader,0.98,-0.12,2.64
cheerless,-1.81,-1.36,-1.28
cheese,1,0,-0.5
chef,1.28,0.66,0.27
chemist,1.08,0.88,-0.48
chess,0.7,-0.1,-0.9
chew out,-1.82,0.52,1.88
chick,1.07,-0.46,1.91
chide,-0.93,0.22,0.44
chief,0.59,2.53,-0.08
chief,1.5,1.3,0.7
chief,0.9,1.5,1
chief elect officer,0.39,1.58,-0.37
chief justice,1.25,3.05,-1.91
child,1.88,-1.19,2.36
child,1.6,-0.5,1.5
child daycare worker,1.98,0.82,1.37
child molester,-3.86,-1.15,-1.6
child_illegit,-0.5,-1,0.9
childish,-0.92,-1.15,1.29
chinese,0.45,-0.16,0.12
chiropractor,0.93,0.73,-0.02
chitchat with,1.87,0.68,1
chloroform,-1.09,0.61,0.9
choice,1.4,0.6,0.2
choke,-2.88,0.52,0.76
choose,1.3,0.7,0.9
choose,0.53,1.01,0.77
christ,2.81,3.14,0.57
christen,1.69,1.29,-0.15
christian,1.66,0.68,-0.02
christian,2.1,1.4,0.6
christmas,3.01,2.27,1.77
chum,1.68,0.89,1.09
church,1.92,1.92,-0.77
church,2.2,1.7,0.2
church deacon,1.48,0.94,-0.92
cinema,1.19,0.3,0.23
cinema,1.2,0.4,0.9
circle,0.7,0,-0.1
circus,1.89,0.45,1.93
citizen,1.19,0.43,0.41
city,0.7,0.9,1.1
city councilor,0.87,1.42,-0.7
civil engineer,1.2,1.48,0
civil servant,0.76,0.14,-0.3
civilization,1.6,1.6,0.7
class,0.9,0.1,0.4
class,1.3,0.7,0.2
classify,-0.85,0.07,0.06
classmate,1.27,0.18,1.08
classroom,1.4,0.4,0
classroom,1.13,1.06,0.62
claw,-1.8,0,1.9
clean,1.9,0.7,0.6
clean-cut,1.02,0.6,0.07
cleanly,2.3,0.8,0.4
clear,1.7,1.1,0.2
clergy,1.78,1.35,-1.15
clergyman,1.74,1.17,-0.54
clergyman,1.5,0.6,0.5
clerk,0.8,-0.53,0.12
clerk privy council,0.52,0.91,-0.62
clever,1.89,1.65,0.82
client,0.99,0.36,0.34
cling to,-0.71,-1,-0.88
clinic,0.92,0.92,0.29
clock watcher,-0.25,-0.95,-1.7
clod,-0.64,-1.13,-0.3
close,0.4,0.7,0.1
close,0.3,0.5,0.3
cloth,1.5,0,-0.4
clothes,1.6,-0.1,0
cloud,1.2,0.4,0
clown,1.61,0.02,1.61
club,-2.42,1.02,1.53
club,1.6,0.8,1.3
clubhouse,1.43,0.61,1.56
clumsy,-0.9,-0.5,-0.5
clutch,0.3,0.6,0.8
coach,1.27,2.06,1.35
coach,1.88,1.6,0.92
coal,1.9,1.4,-0.1
coal mine,-0.64,0.86,-0.08
coal miner,0.87,-0.39,-0.38
coarse,-0.3,0.8,0
coax,0.06,0.63,0.4
cocktail lounge,1.35,0.48,1.08
cocky,-1.12,0.3,1.36
coddle,0.67,0.22,-0.09
coed,1.27,0.33,1.48
coerce,-1.26,1.2,0.72
coexist with,0.71,-0.29,0.7
coffee,0.2,-0.1,-0.5
coffee break,1.73,0.07,-0.18
